visible_mean,visible_max,visible_min,visible_mean_distribution,visible_contrast,visible_entropy,visible_second_angular_momentum,IR_mean,IR_max,IR_min,class,log_entropy,entropy_x_contrast,IR_range,IR_norm_range
7.0,95.0,32.1641,0.0488,283.75,0.0391,3.4242,195.0,245.0,229.7852,0.0,-3.241632811990817,11.094625,15.214799999999997,0.0054677597008434674
9.0,156.0,52.4375,0.0576,396.8709,0.0358,3.5404,172.0,243.0,217.9063,0.0,-3.3298073855754824,14.20797822,25.093700000000013,0.006483477979638122
1.0,55.0,4.7695,0.013,57.8125,0.2598,1.9573,220.0,249.0,246.5273,0.0,-1.347843174745638,15.019687499999998,2.4727000000000032,0.004591046029458733
1.0,167.0,10.0195,0.0222,254.6292,0.3353,1.8188,186.0,249.0,244.7969,0.0,-1.0927296255099543,85.37717076,4.203100000000006,0.00546865453532849
2.0,185.0,18.1641,0.0378,654.4459,0.2575,2.1963,173.0,249.0,239.7891,0.0,-1.3567355588783463,168.51981925,9.21090000000001,0.0060023844219003405
2.0,199.0,42.4883,0.0694,1214.4458,0.138,3.0202,168.0,248.0,229.2031,0.0,-1.9805015938249322,167.59352040000002,18.796899999999994,0.006440534513671396
2.0,247.0,76.5078,0.1079,2089.8503,0.0884,3.547,166.0,247.0,214.0273,0.0,-2.425883309338539,184.74276652000003,32.9727,0.006952158940606716
3.0,242.0,74.9219,0.1351,2161.2749,0.0174,4.2504,170.0,246.0,210.6328,0.0,-4.051285072761654,37.606183259999995,35.3672,0.006870054538179295
3.0,214.0,94.4102,0.1502,2301.396,0.0161,4.2877,168.0,247.0,202.5234,0.0,-4.12893600699172,37.0524756,44.47659999999999,0.007259596151546414
8.0,175.0,71.9766,0.1119,1335.6748,0.02,4.0891,172.0,243.0,209.1016,0.0,-3.912023005428146,26.713496,33.89840000000001,0.006756479614093908
3.0,132.0,54.2813,0.1024,1131.3667,0.02,4.0625,180.0,249.0,217.293,0.0,-3.912023005428146,22.627334,31.706999999999994,0.006366212134460536
3.0,162.0,24.4688,0.0511,379.8292,0.0421,3.4373,180.0,250.0,236.293,0.0,-3.167707538293801,15.99080932,13.706999999999994,0.005877824941445108
4.0,102.0,33.6484,0.0746,647.6917,0.0286,3.736,200.0,250.0,232.5352,0.0,-3.55434856115633,18.523982619999998,17.464799999999997,0.0053755302423031
4.0,117.0,28.9336,0.0627,494.3541,0.0345,3.6155,200.0,250.0,234.6602,0.0,-3.366795954944823,17.055216450000003,15.339799999999997,0.0053268513365283075
7.0,200.0,57.082,0.1108,1404.3376,0.0211,4.0353,172.0,246.0,221.125,0.0,-3.858482238500116,29.631523360000003,24.875,0.006467982173610107
5.0,175.0,55.2227,0.1108,1388.7749,0.0192,4.0911,174.0,249.0,222.1836,0.0,-3.952844999948401,26.664478079999995,26.816399999999987,0.006440774579035629
4.0,216.0,68.3242,0.1225,1737.3627,0.0191,4.1546,166.0,250.0,216.9961,0.0,-3.958066943929553,33.18362757,33.00389999999999,0.006940327943154472
5.0,209.0,66.9805,0.1249,1725.6503,0.0186,4.2001,166.0,249.0,215.8789,0.0,-3.9845936982629815,32.097095579999994,33.12110000000001,0.006948340018408469
8.0,151.0,56.2578,0.0868,806.4582,0.0251,3.8819,183.0,246.0,220.2305,0.0,-3.684887432844399,20.24210082,25.769499999999994,0.006103887949589031
12.0,200.0,84.4102,0.1008,1077.6417,0.0211,4.007,168.0,244.0,207.1719,0.0,-3.858482238500116,22.738239869999997,36.828100000000006,0.007010511330836626
9.0,232.0,62.6328,0.1021,1285.1292,0.0237,3.9613,170.0,246.0,218.3047,0.0,-3.7422802308410517,30.45756204,27.695300000000003,0.006628619647352584
8.0,239.0,106.0078,0.1299,1770.6416,0.018,4.187,165.0,247.0,199.2969,0.0,-4.017383521085972,31.871548799999996,47.703100000000006,0.0075112542993378065
20.0,250.0,130.4609,0.1224,1437.5668,0.0176,4.1617,164.0,236.0,184.6328,0.0,-4.0398563769380305,25.301175680000004,51.3672,0.007793980215020854
18.0,212.0,98.7695,0.1092,1211.0083,0.019,4.097,166.0,240.0,196.5781,0.0,-3.9633162998156966,23.0091577,43.421899999999994,0.007354751788373784
17.0,184.0,88.2148,0.0995,1047.5167,0.0214,4.0047,165.0,236.0,199.2109,0.0,-3.844364356954331,22.416857379999996,36.78909999999999,0.007179843222951305
16.0,172.0,76.2656,0.112,1245.8335,0.0191,4.102,174.0,241.0,209.5664,0.0,-3.958066943929553,23.79541985,31.433600000000013,0.006609158105804976
10.0,193.0,62.1367,0.0918,901.1542,0.0226,3.9537,174.0,243.0,216.3828,0.0,-3.789805372703897,20.36608492,26.617199999999997,0.006454079178834598
8.0,139.0,46.6641,0.0711,572.875,0.0284,3.7283,182.0,245.0,223.1406,0.0,-3.5613661338149765,16.269650000000002,21.859399999999994,0.006032760717475197
9.0,140.0,48.5117,0.0692,538.8292,0.0308,3.7134,185.0,244.0,223.6445,0.0,-3.4802405890026082,16.595939360000003,20.355500000000006,0.005897390362467751
9.0,140.0,42.0078,0.0749,671.3083,0.0273,3.8057,173.0,245.0,226.2969,0.0,-3.600868576791223,18.32671659,18.703100000000006,0.006258083831896354
7.0,70.0,15.1484,0.0201,62.2292,0.0996,2.624,216.0,247.0,241.332,0.0,-2.3065931143915845,6.19802832,5.668000000000006,0.004738362581499836
7.0,95.0,26.582,0.0404,237.7333,0.0532,3.2457,196.0,246.0,233.4375,0.0,-2.933696882634538,12.64741156,12.5625,0.005376608474715187
7.0,72.0,15.8477,0.019,73.6167,0.129,2.5177,210.0,245.0,239.6445,0.0,-2.047942874620465,9.4965543,5.355500000000006,0.00486832231353804
9.0,93.0,27.9414,0.0437,219.425,0.0438,3.3285,202.0,243.0,231.6133,0.0,-3.128121461599737,9.610815,11.38669999999999,0.0051938740004555135
1.0,65.0,7.1328,0.0211,99.3042,0.1341,2.5457,219.0,249.0,244.8516,0.0,-2.0091694886945044,13.31669322,4.148400000000009,0.004643573092313316
1.0,61.0,7.2578,0.0205,63.2875,0.0926,2.6909,217.0,249.0,244.8359,0.0,-2.3794661373300032,5.8604225,4.164099999999991,0.0046866715125846265
1.0,82.0,12.5703,0.034,183.2458,0.065,3.0501,209.0,247.0,240.6484,0.0,-2.7333680090865,11.910977,6.351599999999991,0.0049109746078435665
1.0,59.0,7.1445,0.0215,116.2792,0.1976,2.3938,222.0,249.0,244.4258,0.0,-1.6215104936683695,22.97676992,4.5741999999999905,0.004588802088902324
1.0,8.0,2.0742,0.0016,1.0417,0.5978,0.7845,242.0,247.0,245.3242,0.0,-0.5144990291322996,0.62272826,1.6758000000000095,0.0041604585158121115
1.0,36.0,3.3633,0.0058,16.5917,0.5305,1.2302,231.0,249.0,245.9766,0.0,-0.6339353209280992,8.801896849999999,3.0234000000000094,0.0043822139094616235
2.0,111.0,7.0898,0.0171,136.7458,0.265,2.0251,212.0,250.0,246.3906,0.0,-1.3280254529959148,36.237637,3.6093999999999937,0.0047860806500689065
2.0,196.0,32.7188,0.088,1245.0417,0.0296,3.8102,176.0,250.0,234.0039,0.0,-3.519980917652122,36.85323432,15.996100000000013,0.0060702174000285694
3.0,195.0,53.4414,0.1314,2067.6294,0.0191,4.1857,168.0,250.0,223.6133,0.0,-3.958066943929553,39.49172153999999,26.38669999999999,0.006654770705030685
3.0,204.0,61.6836,0.1507,2519.9666,0.0169,4.2679,174.0,249.0,220.8438,0.0,-4.080441657053109,42.58743554,28.156200000000013,0.006479849027949259
6.0,208.0,73.2266,0.1422,2191.6042,0.0156,4.3501,171.0,247.0,215.0234,0.0,-4.160484364726646,34.18902552,31.97659999999999,0.0067176151267464125
4.0,181.0,63.0039,0.1054,1241.3625,0.0206,4.0741,175.0,249.0,217.7305,0.0,-3.8824642031866015,25.5720675,31.269499999999994,0.006534946380305666
4.0,178.0,55.2109,0.1271,1803.3083,0.0187,4.1941,178.0,250.0,222.4883,0.0,-3.979231755121596,33.721865210000004,27.51169999999999,0.0063126662481688784
3.0,121.0,24.2266,0.0734,844.8792,0.0359,3.7041,185.0,252.0,239.0977,0.0,-3.3270179834879037,30.33116328,12.902299999999997,0.005697094376742906
4.0,128.0,28.625,0.0523,342.7875,0.0392,3.4824,194.0,250.0,235.543,0.0,-3.23907853218572,13.43727,14.456999999999994,0.005471017155315305
5.0,144.0,40.5039,0.0909,1054.0376,0.0253,3.9303,193.0,249.0,230.0742,0.0,-3.6769508832486624,26.667151280000002,18.92580000000001,0.005607562431661211
5.0,240.0,72.793,0.143,2208.5168,0.0177,4.2344,168.0,249.0,216.6797,0.0,-4.034190639402354,39.09074736,32.3203,0.006840247873441108
7.0,233.0,91.1367,0.1523,2450.5249,0.0147,4.3828,166.0,247.0,206.3242,0.0,-4.219907785197447,36.02271603,40.67580000000001,0.0072117173226839875
5.0,182.0,45.6875,0.0903,945.5792,0.0245,3.9133,169.0,249.0,225.5938,0.0,-3.7090821614314557,23.1666904,23.406200000000013,0.006531087206585858
3.0,153.0,19.6758,0.0403,316.5042,0.0769,3.075,180.0,251.0,240.8477,0.0,-2.565249402470539,24.33917298,10.152299999999997,0.005789735357424814
3.0,238.0,34.0313,0.0519,627.95,0.0911,3.1381,164.0,251.0,235.7773,0.0,-2.3957974747162245,57.206245,15.222700000000003,0.006491243240456349
4.0,222.0,60.9844,0.0957,1504.2086,0.0684,3.5766,166.0,250.0,222.1797,0.0,-2.682382454353632,102.88786824,27.820300000000003,0.006778405481623848
5.0,236.0,62.5977,0.0918,1275.3168,0.0333,3.8701,165.0,250.0,221.168,0.0,-3.402197881995739,42.46804944000001,28.831999999999994,0.0068506814509852925
7.0,181.0,70.9805,0.1202,1538.3751,0.0181,4.1685,175.0,248.0,212.7656,0.0,-4.011843340710357,27.844589310000003,35.234399999999994,0.006660582618350227
6.0,157.0,53.3086,0.1049,1196.0625,0.0231,3.9643,178.0,247.0,220.5,0.0,-3.767922661454389,27.629043749999997,26.5,0.006293153965706132
6.0,160.0,33.9609,0.0662,720.7917,0.0448,3.5435,177.0,247.0,231.5508,0.0,-3.1055471395611978,32.29146816,15.44919999999999,0.006026669853823439
7.0,162.0,61.1367,0.0991,1058.4084,0.0233,3.9605,176.0,246.0,218.5977,0.0,-3.759301918410482,24.660915720000002,27.402299999999997,0.006394062118344671
8.0,160.0,55.7695,0.0852,873.3625,0.0273,3.8507,178.0,245.0,218.6875,0.0,-3.600868576791223,23.84279625,26.3125,0.00629393309806012
7.0,122.0,29.9023,0.0601,441.9375,0.0378,3.5419,197.0,246.0,232.6328,0.0,-3.275446176356595,16.7052375,13.367199999999997,0.0053678198623195224
6.0,123.0,19.9219,0.0364,200.7167,0.061,3.1068,196.0,247.0,238.332,0.0,-2.796881414808826,12.2437187,8.668000000000006,0.005287599154258148
7.0,117.0,23.6133,0.0404,268.2166,0.0581,3.2199,192.0,246.0,236.4453,0.0,-2.8455896151242714,15.583384460000001,9.554699999999997,0.005418800881218616
7.0,125.0,48.7578,0.0697,578.5251,0.0281,3.7796,191.0,243.0,221.957,0.0,-3.571985702642437,16.25655531,21.043000000000006,0.005731971998632725
3.0,84.0,21.125,0.0472,275.275,0.0455,3.3735,204.0,249.0,237.3398,0.0,-3.0900429530252325,12.525012499999999,11.660200000000003,0.005142787831177567
3.0,110.0,28.8945,0.0679,562.1083,0.0315,3.696,202.0,250.0,236.3984,0.0,-3.4577677331505496,17.70641145,13.60159999999999,0.005235330536823589
3.0,107.0,20.918,0.0553,427.6792,0.0407,3.4887,203.0,249.0,238.6797,0.0,-3.2015271865335877,17.40654344,10.320300000000003,0.00513910896159864
2.0,87.0,17.0938,0.0486,355.2625,0.0544,3.3643,207.0,247.0,238.25,0.0,-2.91139112512024,19.326279999999997,8.75,0.005008338782689802
2.0,155.0,19.4258,0.0509,433.0292,0.0464,3.3913,192.0,246.0,235.8711,0.0,-3.0704558197499274,20.092554879999998,10.128899999999987,0.005431992304271274
2.0,194.0,43.7109,0.1003,1282.8085,0.0255,3.939,180.0,248.0,225.5625,0.0,-3.6690768268177565,32.71161675,22.4375,0.006108186324312675
3.0,177.0,43.0898,0.1078,1329.1333,0.0207,4.0559,184.0,250.0,227.4492,0.0,-3.8776215787108135,27.51305931,22.55080000000001,0.005973622471188789
3.0,135.0,27.7188,0.0744,702.6166,0.0311,3.7258,188.0,250.0,235.6602,0.0,-3.470547459796949,21.85137626,14.339799999999997,0.005642816368833402
2.0,93.0,15.6523,0.0453,326.0833,0.0637,3.2452,205.0,249.0,241.0391,0.0,-2.753570716404019,20.771506210000002,7.960900000000009,0.005039158154595928
2.0,63.0,5.0859,0.0097,47.8208,0.3764,1.6109,220.0,249.0,246.8516,0.0,-0.9771028712709124,17.99974912,2.1484000000000094,0.004585014566720174
2.0,76.0,8.3086,0.0208,123.5,0.1797,2.356,218.0,250.0,245.7539,0.0,-1.7164664851926237,22.19295,4.246100000000013,0.004666412174234826
2.0,144.0,25.9063,0.0781,912.625,0.0351,3.7189,189.0,251.0,238.3047,0.0,-3.349554148510317,32.0331375,12.695300000000003,0.00557287509664026
4.0,148.0,27.8398,0.0778,748.8,0.0278,3.7819,189.0,251.0,237.668,0.0,-3.582719258285546,20.816639999999996,13.331999999999994,0.005587804534234008
3.0,93.0,15.2617,0.0366,214.025,0.0626,3.126,209.0,252.0,244.2734,0.0,-2.7709900008760844,13.397965000000001,7.726599999999991,0.00493603325943086
7.0,202.0,75.7305,0.1179,1558.2792,0.0197,4.1146,172.0,247.0,214.5078,0.0,-3.9271366432381942,30.69810024,32.4922,0.00669461209162514
14.0,172.0,77.3281,0.1099,1255.7084,0.0194,4.0926,178.0,243.0,208.0625,0.0,-3.9424822129128545,24.36074296,34.9375,0.0065613387291118905
3.0,135.0,27.293,0.0681,659.5043,0.0403,3.6024,185.0,250.0,235.8516,0.0,-3.2114038100294997,26.57802329,14.14840000000001,0.005729667940990654
3.0,57.0,7.3477,0.0147,67.3208,0.2262,2.11,217.0,252.0,247.5938,0.0,-1.4863357153001169,15.227964960000001,4.4062000000000126,0.004690304533395607
3.0,136.0,16.6445,0.0423,317.1708,0.0553,3.2298,189.0,251.0,242.1953,0.0,-2.8949823704538478,17.53954524,8.804699999999997,0.005483353013218373
3.0,94.0,11.5547,0.031,236.9792,0.1423,2.7085,205.0,251.0,245.1797,0.0,-1.9498177738863303,33.72214016,5.820300000000003,0.004993848364699195
3.0,30.0,5.0273,0.0038,7.1375,0.5217,1.1414,234.0,251.0,248.9492,0.0,-0.6506625689537899,3.7236337500000003,2.0508000000000095,0.004308708654816214
4.0,212.0,33.7031,0.0681,742.6375,0.0412,3.6222,174.0,250.0,233.668,0.0,-3.1893170226266565,30.596665,16.331999999999994,0.006148816308589119
9.0,183.0,69.7891,0.1383,1951.8292,0.0167,4.2718,176.0,249.0,214.7227,0.0,-4.092346559559427,32.59554764,34.2773,0.006588836332966786
5.0,176.0,53.1094,0.0987,1288.9708,0.0249,3.9939,168.0,251.0,223.2227,0.0,-3.6928874755114753,32.09537292,27.777299999999997,0.0066930810309507914
5.0,187.0,41.5664,0.0793,893.1374,0.0316,3.7545,178.0,250.0,226.4102,0.0,-3.4545981583892704,28.22314184,23.589799999999997,0.006203317615648376
6.0,153.0,33.4023,0.0601,458.5625,0.0359,3.5863,184.0,245.0,229.9297,0.0,-3.3270179834879037,16.46239375,15.070300000000003,0.005790994982946678
9.0,182.0,61.3516,0.089,958.3293,0.0239,3.9355,172.0,244.0,216.3828,0.0,-3.733876820044672,22.904070270000002,27.617199999999997,0.0065559954449373545
11.0,152.0,66.7578,0.1063,1139.9873,0.0205,4.0568,178.0,242.0,212.2383,0.0,-3.8873303928377747,23.36973965,29.76169999999999,0.006405773895652919
8.0,144.0,57.7969,0.0894,849.5167,0.0241,3.9295,182.0,245.0,216.5,0.0,-3.725543438485528,20.473352470000002,28.5,0.006217800675075502
8.0,116.0,38.3242,0.0735,582.7875,0.0275,3.7551,186.0,245.0,227.1836,0.0,-3.5935692743096115,16.026656250000002,17.816399999999987,0.005797972657688622
6.0,98.0,24.5,0.0446,270.9333,0.049,3.3318,198.0,246.0,234.2578,0.0,-3.0159349808715104,13.2757317,11.742199999999997,0.005303662214979576
6.0,95.0,15.668,0.0289,165.0375,0.1069,2.8121,207.0,245.0,239.5234,0.0,-2.2358614609511376,17.642508749999998,5.476599999999991,0.004941374743457437
1.0,161.0,23.9258,0.0638,770.4333,0.0694,3.3835,193.0,249.0,237.6523,0.0,-2.667868411469378,53.468071020000004,11.347700000000003,0.005428752174561357
1.0,119.0,12.5313,0.0388,342.2917,0.101,2.9631,198.0,251.0,243.6484,0.0,-2.2926347621408776,34.5714617,7.351599999999991,0.005202893873617752
1.0,93.0,9.2109,0.0227,155.1459,0.2185,2.3429,209.0,253.0,247.1172,0.0,-1.5209692644464923,33.89937915,5.882800000000003,0.004898591906146046
1.0,56.0,6.1016,0.0153,62.2333,0.2167,2.1566,219.0,253.0,248.6328,0.0,-1.5292413704398238,13.48595611,4.367199999999997,0.004646414879905272
1.0,111.0,7.7891,0.0233,161.8334,0.1637,2.4469,204.0,252.0,244.8633,0.0,-1.8097197946050478,26.492127580000005,7.1366999999999905,0.005044831616853399
1.0,164.0,9.1016,0.0239,398.3125,0.4696,1.4957,186.0,250.0,243.6953,0.0,-0.7558740104682503,187.04755,6.304699999999997,0.005515436783168884
1.0,174.0,11.0586,0.0283,369.9334,0.355,1.9013,189.0,249.0,242.8008,0.0,-1.0356374895067213,131.326357,6.1991999999999905,0.005426095455452855
1.0,63.0,12.1055,0.0347,209.3375,0.1047,2.909,217.0,249.0,242.3125,0.0,-2.2566561611056457,21.91763625,6.6875,0.004735477690123367
2.0,88.0,12.2461,0.0387,223.15,0.0549,3.211,210.0,249.0,242.2148,0.0,-2.9022419304666522,12.250935,6.785200000000003,0.00489530072363161
2.0,137.0,15.7031,0.0462,425.9,0.0733,3.2283,193.0,250.0,241.8203,0.0,-2.613194670089531,31.21847,8.179699999999997,0.005356608967753191
2.0,120.0,16.082,0.0413,392.1208,0.0961,2.9945,204.0,250.0,242.0039,0.0,-2.34236596300589,37.682808879999996,7.996100000000013,0.005063927465955844
2.0,138.0,11.6367,0.0341,324.4042,0.1301,2.7233,192.0,253.0,245.9063,0.0,-2.0394518934636774,42.20498642,7.0937000000000126,0.005358578992621716
2.0,134.0,28.7266,0.0757,890.6625,0.0404,3.6631,195.0,253.0,238.8633,0.0,-3.2089254940150327,35.982765,14.13669999999999,0.005431708836961967
4.0,167.0,44.7031,0.1062,1240.8461,0.02,4.1059,190.0,251.0,230.3828,0.0,-3.912023005428146,24.816922,20.617199999999997,0.005734163451346834
3.0,150.0,21.4063,0.053,568.5167,0.0568,3.3348,199.0,253.0,242.2344,0.0,-2.8682189532550315,32.29174856,10.765600000000006,0.005248456800188569
7.0,181.0,64.7969,0.1313,1734.2708,0.0166,4.2312,186.0,247.0,218.4766,0.0,-4.098352583619639,28.788895280000002,28.52340000000001,0.006078257301913852
4.0,128.0,47.9063,0.1091,1190.9208,0.0191,4.1003,184.0,251.0,225.2305,0.0,-3.958066943929553,22.74658728,25.769499999999994,0.006056597284926369
3.0,95.0,16.8359,0.0444,318.5291,0.0528,3.3181,204.0,251.0,242.5898,0.0,-2.9412440882699213,16.818336480000003,8.410200000000003,0.005071903917076254
3.0,68.0,11.2031,0.0261,120.8208,0.0852,2.8486,212.0,251.0,245.5313,0.0,-2.462753845146867,10.29393216,5.4687000000000126,0.004822042094636991
3.0,118.0,15.9219,0.0286,178.0208,0.154,2.653,193.0,251.0,242.7695,0.0,-1.870802676568508,27.4152032,8.230500000000006,0.005357007921979597
3.0,166.0,37.1094,0.0631,666.2458,0.0618,3.4321,182.0,251.0,232.4297,0.0,-2.783851914518492,41.173990440000004,18.570300000000003,0.005933496791162572
5.0,136.0,35.6406,0.0751,732.0626,0.0307,3.7386,186.0,252.0,233.4336,0.0,-3.4834926243889854,22.47432182,18.566399999999987,0.005803957569421965
4.0,129.0,23.2031,0.0565,539.1459,0.0453,3.4661,193.0,253.0,241.6289,0.0,-3.094448246493149,24.42330927,11.371100000000013,0.0054251822899311465
5.0,94.0,18.4922,0.045,292.7584,0.0496,3.29,208.0,252.0,243.1445,0.0,-3.0037644452512553,14.52081664,8.855500000000006,0.004982791967486255
5.0,196.0,48.3164,0.0881,938.0168,0.0248,3.9145,171.0,250.0,223.7461,0.0,-3.6969116258112007,23.26281664,26.253899999999987,0.0065341398312353475
4.0,230.0,69.6602,0.0986,1249.1833,0.029,3.925,166.0,247.0,215.4258,0.0,-3.540459448995663,36.2263157,31.57419999999999,0.00690702695419451
4.0,227.0,68.0,0.0745,796.3708,0.0485,3.6201,166.0,247.0,215.3984,0.0,-3.0261914810386994,38.623983800000005,31.60159999999999,0.006907905570463457
4.0,174.0,38.7656,0.0688,674.7125,0.0364,3.6824,169.0,247.0,227.1992,0.0,-3.313186504339442,24.559535,19.80080000000001,0.00643285038652628
5.0,141.0,34.7695,0.0768,763.825,0.0327,3.7293,186.0,246.0,230.1445,0.0,-3.4203802010789293,24.9770775,15.855500000000006,0.0057467401791539245
5.0,144.0,27.0195,0.0591,538.9,0.0397,3.5521,187.0,246.0,233.1328,0.0,-3.2264040912889924,21.39433,12.867199999999997,0.005642741053126691
5.0,131.0,17.207,0.0315,186.675,0.0735,2.9624,181.0,246.0,238.5352,0.0,-2.610469872763346,13.7206125,7.464799999999997,0.005697758746295924
5.0,141.0,18.6367,0.034,213.5583,0.0718,3.031,193.0,245.0,237.6133,0.0,-2.6338708029279587,15.333485940000001,7.3866999999999905,0.005342420023683319
1.0,41.0,3.4375,0.01,23.2875,0.2269,1.9568,231.0,249.0,246.25,0.0,-1.483245887196341,5.28393375,2.75,0.004377348539785089
1.0,30.0,2.6094,0.0068,19.4958,0.3549,1.4974,236.0,250.0,248.3047,0.0,-1.0359192193296862,6.91905942,1.6953000000000031,0.004266218214549725
1.0,40.0,3.8828,0.0106,26.125,0.1943,2.0533,232.0,252.0,249.1836,0.0,-1.6383519225987426,5.0760875,2.8163999999999874,0.004359062540840264
1.0,40.0,5.1836,0.0146,43.5292,0.148,2.31,230.0,253.0,249.918,0.0,-1.9105430052180221,6.4423216000000005,3.0819999999999936,0.004401443673524916
1.0,40.0,6.4922,0.0159,50.575,0.1772,2.3393,234.0,253.0,249.8477,0.0,-1.7304762408111565,8.96189,3.1522999999999968,0.004327422590628535
2.0,94.0,22.1484,0.0447,262.8,0.0462,3.3585,209.0,252.0,240.9336,0.0,-3.074775480894444,12.14136,11.066399999999987,0.005004456110705432
2.0,91.0,15.9141,0.0321,168.45,0.0753,3.0113,211.0,252.0,244.2305,0.0,-2.5862751441762892,12.684285000000001,7.769499999999994,0.004890105028686142
2.0,88.0,10.9102,0.027,130.075,0.0887,2.8226,214.0,252.0,244.0508,0.0,-2.422495389666603,11.537652499999998,7.9491999999999905,0.004825102369908002
2.0,83.0,6.9492,0.0227,162.1125,0.2214,2.3081,214.0,252.0,246.5508,0.0,-1.5077842587076005,35.8917075,5.4491999999999905,0.004776176323329488
2.0,41.0,4.6797,0.0113,28.1583,0.1869,2.0824,233.0,251.0,247.3555,0.0,-1.6771815645206198,5.26278627,3.6444999999999936,0.004355080921524365
2.0,30.0,3.543,0.0063,11.3583,0.3118,1.6225,238.0,252.0,249.3086,0.0,-1.165393322358461,3.5415179400000003,2.6913999999999874,0.0042470397307263555
2.0,133.0,15.5938,0.0407,397.5209,0.1011,2.9483,199.0,253.0,244.2344,0.0,-2.2916451529557116,40.18936299,8.765600000000006,0.005205477950360793
3.0,141.0,30.8047,0.0822,835.6542,0.0267,3.8621,195.0,252.0,236.8906,0.0,-3.623091713575933,22.31196714,15.109399999999994,0.005455293254809149
2.0,97.0,14.9961,0.0447,313.5833,0.0525,3.3021,206.0,252.0,244.0039,0.0,-2.946942109384559,16.46312325,7.996100000000013,0.005013448436167563
2.0,127.0,10.5781,0.026,173.0667,0.105,2.6932,205.0,253.0,247.3906,0.0,-2.2537949288246137,18.1720035,5.609399999999994,0.004988654950767792
